time,ISONE,F,E,G,D,C,B,A,H,I,K,J,IESO,PJM
3800,7785.3560087,1050.287802258,616.8313644299985,905.6309498999999,425.64771197000005,1333.5203466449952,852.54225608,1327.1981743100005,205.0106204,579.3,1800.9974405,5195.8,8638.22880472,11966.437653
3801,8290.7367843,1098.888643474,659.4208128549957,969.1793901000001,448.88818442,1417.0724985799998,904.263869736,1409.0916173300022,229.4271293,632.1,1975.0345211,5545.1,9198.97320379,12743.2303312
3802,8699.1807558,1118.6275499160001,686.7148893800006,1021.6697511,454.52780089,1474.6127879599992,942.868318742,1486.509172170001,249.7156677,670.8,2112.3540621,5847.5,9652.161531000002,13371.026843
3803,8984.500199150001,1128.330178811,672.3479049599983,1062.5794602,441.26791156999997,1499.5363345230007,963.367031496,1513.252682690001,270.1297581,701.4,2225.1554046,6085.1,9968.737245239,13809.5754834
3804,9206.03986991,1138.207150282,695.378404733999,1101.411742,440.66874539,1510.4241167049988,977.74413877,1547.2309172200019,286.090326,722.4,2346.8277926,6214.1,10214.54621943,14150.091793299998
3805,9346.2708921,1130.2115667560001,691.8214009970004,1144.5827198999998,440.25796755,1529.721965933998,988.724670422,1560.4017393500014,296.0019979,735.8,2453.3926380000003,6273.0,10370.139315703,14365.6330964
3806,9442.521326080001,1137.9407991369999,692.4199915569983,1186.4826849,438.59338842,1547.2504777309962,996.246540796,1585.7634948100008,311.8506835,742.0,2508.668606,6279.5,10476.93382476,14513.5742804
3807,9550.492877429999,1157.8841745270001,697.516734669003,1229.326218,439.92926301,1554.085583533996,997.6011613029999,1609.6603062200008,321.5331756,754.2,2576.946717,6299.7,10596.733479679999,14679.531346
3808,9677.9996237,1192.7098317500001,715.8079003810035,1286.3036453,450.68563497,1591.3296496699984,1002.4975946650001,1638.62075723,328.4866982,772.7,2642.058288,6289.6,10738.20837793,14875.514877500002
3809,9824.407991099999,1251.5744478909999,748.7624422080011,1330.3536278000001,455.71010899,1623.4585705669997,1019.9939281009999,1657.3988221100017,339.211041,789.1,2692.237011,6278.3,10900.65553492,15100.551029799999
3810,9904.7662802,1314.247949552,767.7112772369992,1366.8277603000001,453.6935989,1652.954240370996,1047.602085708,1675.7537040700008,333.4410095,792.4,2719.135041,6226.2,10989.816947790001,15224.0652821
3811,9854.0803681,1350.954206378,795.6304213849991,1362.4422012,454.73629958,1653.9347583529973,1058.447989494,1663.6866417600006,319.4325447,787.5,2687.918271,6120.2,10933.57847941,15146.158794500001
3812,9569.0777115,1338.7895894370001,783.6507425850057,1302.2922187,454.96917912000004,1639.9032460380004,1043.05976817,1620.421250760001,302.8082019,752.5,2548.639136,5931.3,10617.35425172,14708.097063899999
3813,9321.667106,1306.2948998989998,755.2805174589995,1250.0938311,435.42233052,1598.6782377070033,1014.880422579,1572.4499975600008,289.2186646,732.4,2434.414432,5802.1,10342.84022624,14327.815980099998
3814,9178.1626193,1271.9079311179999,733.1205854460004,1208.0281508,426.19404693,1572.0989958029957,1011.6973804,1580.3588556700001,277.74137,716.4,2369.895541,5722.8,10183.61506104,14107.243212700001
3815,8695.7488968,1187.63827549,672.0896288610002,1112.4373642,404.63258353000003,1457.512774725999,948.3986123669999,1506.1849569200012,255.1011567,678.8,2188.9546475,5533.9,9648.35371813,13365.751919199998
3816,8107.5811324,1088.770084091,596.0729214789968,1012.564844,388.00668384999994,1350.3789277519977,876.965337422,1399.3789123300003,223.3816509,629.0,1977.4473045999998,5274.1,8995.7531536,12461.711965299999
3817,7612.337537400001,1013.96380849,553.6267138510018,932.2629385,372.20264596,1275.2013648320014,819.0099185050001,1316.722910760001,195.4692859,580.2,1792.4131409000001,5003.1,8446.2564479,11700.500585900001
3818,7234.252317,968.962145135,507.2501368899989,869.2535226,352.71158162,1217.2758801909997,779.558458005,1274.690493980001,180.8570978,544.0,1657.9740170999999,4759.6,8026.7526198,11119.366823499999
3819,6979.8196000299995,938.883385885,482.95954386599874,826.1599719999999,361.89843924,1200.753976804,757.4997775989999,1250.2331676300018,171.4989485,515.1,1578.846122,4583.4,7744.4472231,10728.2924479
3820,6811.394540099999,926.17187167,465.7200915070016,796.1261129,343.05132841,1152.383887608995,740.7251797609999,1215.2782529700003,170.3792324,496.5,1522.5473759000001,4462.6,7557.5714775,10469.415658
3821,6746.0836315,925.4426919629999,459.79174165899957,780.9083421,338.2861687,1147.0946735749997,737.140451776,1208.7845927700007,163.7128286,489.0,1503.5051758,4398.7,7485.1058674,10369.0298919
3822,6687.9532262,931.2780757229999,432.66444378499847,761.9583596,306.6142863,1110.3774466669984,732.618897038,1184.1334874800027,163.7884858,481.4,1462.2831843,4365.4,7420.6073738,10279.680880799999
3823,6815.4599727,942.967455297,439.86236001999634,784.1551348999999,291.7378894,1135.0610491399973,744.845631561,1190.7645948400009,161.9675605,494.1,1462.6216578,4453.1,7562.082272,10475.664407600001
3824,7176.0691143,981.3178759550001,509.48367515299884,832.7793551,323.24963419999995,1243.5979973269966,796.354520908,1264.129489480001,172.7758149,520.1,1547.7949703,4688.6,7962.1955448,11029.9366598
3825,7668.6728172,1027.79837011,584.8157360760002,889.6519804,368.82578203,1370.8183694259978,859.447848279,1382.0515317500017,196.2492639,559.2,1681.9077846999999,4987.5,8508.763162700001,11787.090409199998
3826,8084.244493,1050.9947949520001,624.1412021600031,936.7294426999999,410.84997795000004,1454.2140124509974,914.6473373890001,1458.98540406,216.4541009,591.2,1806.8170605999999,5280.0,8969.8600252,12425.842516100001
3827,8414.4420886,1072.802733909,632.515194896999,978.1407641,415.14944878,1488.7976119719965,957.9890742450001,1510.1242122600017,234.178654,615.6,1897.2856391,5530.6,9336.2302167,12933.3708712
3828,8654.302604299999,1100.531913716,639.8253751159987,1019.5585349,403.89018094000005,1526.392999623993,992.46667354,1558.5409339900016,243.3450578,630.2,1967.0316638,5689.2,9602.3670533,13302.047124
3829,8851.502479300001,1126.2143307869999,660.5580148659994,1063.1228331,406.93502365,1567.2255505259998,1020.842582295,1610.4349581500003,252.8133844,645.0,2040.8676079,5778.6,9821.1698458,13605.1520884
3830,9008.8927929,1151.1363301899999,685.9654777949994,1104.6295128,436.82707833,1606.0130148539986,1040.416034945,1635.5346595100025,265.9567298,659.0,2108.4711615,5803.3,9995.8020085,13847.0679855
3831,9170.98211504,1190.078458751,695.4582827970025,1143.9333934,439.07154026,1646.1705614609984,1063.830775838,1683.0697458900022,281.3308247,672.5,2189.4135594,5829.5,10175.6479449,14096.2064622
3832,9349.121975400001,1252.660305082,714.5575470539977,1190.3100596,420.61783059,1667.7628488189948,1084.3759273379999,1722.7569393900012,284.1772345,679.9,2284.8146408000002,5856.3,10373.3027303,14370.015338100002
3833,9584.4946759,1342.525814512,733.2291736870009,1219.1906765,425.55594590000004,1718.8231688069968,1123.992963777,1767.3121555800012,294.300368,694.8,2346.4863997,5891.9,10634.460118899999,14731.7936251
3834,9757.5659447,1400.911672003,766.9363449159978,1251.2471083,393.36195376999996,1746.094240239999,1167.8423178849998,1801.7395732100017,299.3665615,712.6,2421.783561,5899.2,10826.4910559,14997.811841699999
3835,9778.843468699999,1431.9913252420001,780.3893730729988,1254.1712934000002,413.96145831999996,1780.6787900750014,1180.6881221560002,1808.5972601400017,295.1235016,711.7,2450.48221,5861.6,10850.0995003,15030.516341699999
3836,9602.0235531,1435.01703494,771.8895199480011,1215.7309148,418.36846987,1769.1122743529952,1164.325792568,1780.7826798100027,288.059306,691.8,2365.928293,5750.1,10653.909253000002,14758.7362813
3837,9466.9667188,1425.644479642,766.8274071860019,1175.8696109,408.84851233,1718.881934302998,1144.081710114,1737.0485351800012,278.4104101,688.4,2311.7707336000003,5685.4,10504.057166,14551.1479316
3838,9336.7672838,1383.242692063,699.2765358899985,1136.7083421,357.041064,1625.5723179950016,1137.870589416,1719.8577387100022,268.1128286,677.5,2209.9012246,5633.0,10359.5946034,14351.0256285
3839,8729.7506949,1259.647108136,586.1952449599996,1034.37932,281.0343176,1456.4105799550002,1060.922999041,1616.6593866,234.9245005,630.3,1971.5098761999998,5390.4,9686.0803574,13418.0141971
3840,8074.1073111000005,1142.805520525,487.41708638000165,932.8970557,218.9548308,1316.770278013999,971.147001728,1503.8558896700001,209.4395899,583.3,1725.6127472,5068.3,8958.6123317,12410.2612167
3841,7557.586193800001,1055.624490927,442.5656020200011,856.4420897,226.0472529,1234.9236198909973,902.5987072590001,1414.3742256600021,184.2829079,536.4,1547.4683764000001,4760.2,8385.507185,11616.345340900001
3842,7229.289321300001,1001.9975289939999,414.3715959200011,808.5035401,221.2218316,1198.881283044998,859.748997636,1361.6275050000022,172.532755,509.3,1457.1982962,4542.6,8021.245936400001,11111.738478899999
3843,7018.6787989,973.8780757229999,402.0814124900005,781.9583596,228.4570451,1163.760084693998,835.131778047,1340.3773348200025,164.8884858,489.4,1408.9507569,4402.2,7787.5633823,10788.020761599999
3844,6933.7270997000005,964.536487911,407.1962164399959,774.4760953,235.73234129999997,1154.5173808319978,824.864925353,1325.5904624000016,158.1035752,477.4,1399.0825154,4344.1,7693.305365599999,10657.446228699999
3845,7032.6174248,978.600210263,417.96272239000035,776.4954434,229.72961870000003,1184.1030611089998,840.502011083,1341.5891213900013,161.4291272,479.1,1432.5386843,4400.6,7803.028961800001,10809.4450475
3846,7395.6552667,1021.978969512,462.2086040099958,806.788994,236.2357236,1266.6558115980001,892.539747537,1413.6224277600031,176.8872766,505.8,1509.6324456,4643.9,8205.836993699999,11367.4503191
3847,8123.9484577,1138.269242976,560.8993390599966,884.6164038,268.84509890000004,1407.8693169369997,974.3308919130001,1516.5384086899999,196.965142,561.8,1686.1828225,5148.0,9013.913492099999,12486.869271
3848,8843.6884008,1226.5263092,637.6086992000012,956.9766350999998,309.6574596,1551.8899210459974,1054.939545679,1642.3226722200006,215.853817,623.5,1873.0582745000002,5701.5,9812.4997488,13593.141501900001
3849,9244.8462717,1247.225973134,680.4179542699982,1000.837259,328.95249980000006,1613.9489422909999,1099.0398875120002,1664.3750591200003,230.6472135,651.4,2021.8552124999999,6105.7,10257.6037966,14209.7389488
3850,9537.4518142,1247.602102689,698.2547000700007,1037.1211006,325.29787309999995,1643.2146401659966,1125.251674154,1693.2306997200003,243.7912723,684.5,2128.6359367,6355.7,10582.263786200001,14659.4866526
3851,9759.466666799999,1282.764878576,718.3695879400029,1080.42762,335.81711970000003,1694.9745456029973,1172.8903050190002,1740.0310991300018,257.6357518,704.3,2186.2057585,6456.6,10828.599996199999,15000.733336199999
3852,9965.5893738,1334.7083070400001,754.1062724039977,1117.1533474,384.9962432,1731.7140567220001,1213.6920974290001,1761.1690778,261.0005258,721.7,2316.1267385,6510.3,11057.3031078,15317.553084199999
3853,10040.9846665,1372.388801495,761.4293994810012,1137.0259727,374.6982233,1733.2038347119992,1216.62996746,1787.2870744800014,267.6739748,728.2,2334.612752,6530.4,11140.9578251,15433.438994
3854,10115.7463865,1363.273682333,789.6615541199988,1162.4035602000001,347.22905879999996,1737.7091780759986,1216.8321034960002,1812.2754893700003,271.9263632,731.0,2387.160439,6545.5,11223.909568899999,15548.3510673
3855,10145.9467419,1385.85346951,777.7999889099947,1176.4581493,332.74116749999996,1714.061939465998,1212.419490542,1815.4558640500018,270.3805994,745.4,2393.762664,6548.1,11257.418319999999,15594.770359099999
3856,10222.714778,1448.313669877,758.075040450001,1182.2371539,355.82816820000005,1670.4793577659987,1230.627622862,1813.7786569399996,273.5932702,789.2,2393.86706,6570.0,11342.5961712,15712.766236
3857,10313.4214409,1480.075604749,767.1550591799995,1189.0952331,350.30722330000003,1655.862227397997,1242.472122826,1801.489416410001,284.3212408,802.5,2415.855205,6630.5,11443.2395973,15852.186405
3858,10374.4029285,1509.576498039,791.995953580001,1201.0258675,352.2732456,1649.2364834869973,1243.159492386,1812.4594250100013,290.7200315,809.6,2449.969669,6637.7,11510.9015054,15945.9176553
3859,10238.9237108,1514.1287065759998,788.9070359300017,1197.5113565000001,315.4040275,1624.3190785219995,1223.6756677570002,1794.1157482500007,298.6258675,803.9,2466.129178,6451.9,11360.5807689,15737.6800835
3860,10141.1421402,1506.710936135,743.8976106999976,1187.3630564,294.83563749999996,1593.2335579549963,1212.7132290460002,1778.1116402999999,297.9146162,802.5,2404.45305,6315.1,11252.0873834,15587.3854704
3861,10068.228344,1487.526866223,721.5204582899967,1188.7678934,286.24132010000005,1576.7813527899953,1216.35498575,1759.8399474300008,296.1460042,798.3,2386.804505,6209.7,11171.186006900001,15475.313730799999
3862,9762.212154,1424.1454781789998,647.2983950100033,1153.2646336999999,200.68202689999998,1474.5959111409984,1175.231712631,1649.7448416000004,284.2737645,773.6,2255.3465699999997,6072.7,10831.6462455,15004.953271199998
3863,9133.2316698,1308.855205215,551.9991526199998,1060.637224,154.3195442,1328.5131774489994,1074.914981716,1519.1286695000013,253.1958991,727.6,2039.0647181,5791.7,10133.7620021,14038.182353200002
3864,8464.6000204,1204.7047843569999,472.0077172699968,980.5130039000001,92.63645109999999,1185.469119552001,963.356801812,1383.8791470290014,231.7876446,672.8,1808.3786637,5444.4,9391.882868,13010.4658404
3865,7920.782428799999,1142.802925229,440.54093474999604,925.8820762999999,118.23212459999996,1125.1598688009997,885.885749179,1300.2589200270008,201.8869515,628.2,1667.7868134,5071.1,8788.490963,12174.5940698
3866,7576.5406122,1100.310094619,404.89396784000144,892.8146162,112.51883409999999,1091.3474193809986,844.769540734,1263.03236715,188.2981073,612.7,1594.0650528,4824.6,8406.5380296,11645.4791236
3867,7372.3186276,1082.702103089,370.2476133800006,869.4211006,112.19375730000002,1036.6766923259975,817.926551264,1221.3012327330005,182.8912723,594.7,1524.0230101000002,4680.3,8179.9438658,11331.580870000002
3868,7282.139943499999,1073.131282796,355.65450660999966,863.0388714000001,125.01097489999995,1012.4098802999988,808.4988408439999,1208.3221265140019,178.8576761,587.8,1505.5591737,4616.8,8079.8862564,11192.9722314
3869,7375.5392950000005,1092.929495217,379.4352899700034,869.9776025000001,142.2116036,1038.872345610999,822.765350397,1217.2219219170008,182.3600946,593.7,1537.126296,4662.8,8183.517351500001,11336.531179
3870,7767.0879622,1129.503838093,395.82469741000136,921.8001753,120.0675367,1093.4683552689971,871.6426633980001,1257.2630514280008,197.806572,626.8,1613.2064439,4926.2,8617.9595236,11938.3588543
3871,8510.903712,1227.461461641,475.4534160300022,995.6516649,117.82496040000001,1190.3318870309965,956.506383586,1338.681867760001,226.1874343,701.2,1797.4842577999998,5489.1,9443.2590525,13081.636668700003
3872,9142.5240878,1288.564142709,534.9942686300035,1046.1435682000001,161.5474547,1305.2484819169943,1026.275621257,1442.2688317800025,245.7838065,750.9,2022.9238238,5957.2,10144.072388100001,14052.465212299998
3873,9445.3196106,1311.20662431,573.9935083400018,1067.8564669,182.45677890000002,1384.5381136449978,1053.229204482,1526.3174849000015,247.3675079,760.9,2135.1343108,6228.1,10480.0386574,14517.875363600002
3874,9600.3868217,1328.001314747,595.4190150600007,1083.6548545,161.9738901,1386.3746051259975,1066.996996463,1533.7724189300002,250.4570452,771.8,2180.5331934,6400.9,10652.093219299999,14756.2205571
3875,9711.2094555,1317.9383179019999,600.2790549799921,1066.6964529,183.79978839999995,1417.7759153909994,1084.06833617,1606.6821237500017,255.6269821,794.1,2203.2330293,6480.2,10775.0562904,14926.559853900002
3876,9731.9590005,1297.792563764,581.0289743600022,1076.7611086000002,174.094717,1399.2486251369976,1090.22972622,1610.4822822900007,264.2487156,803.1,2140.2132862,6548.8,10798.0789151,14958.4528312
3877,9697.5348184,1268.2348579529998,539.4518317000011,1055.961409,201.24768640000002,1377.8493618139996,1094.927621128,1593.9477884200016,258.6528391,801.0,2131.9266042,6587.6,10759.8836184,14905.541331900002
3878,9781.9057421,1267.517087014,568.5987205999959,1084.3131090000002,178.58643229999996,1379.2217845869952,1113.073245287,1601.845281530001,262.6415878,811.5,2151.7527514,6650.3,10853.4972424,15035.2231909
3879,9909.729275900001,1259.657781435,566.309506410001,1121.3647388999998,144.4215853,1371.1867766959972,1115.063544604,1601.3123773000018,275.0277077,832.6,2232.6726479999998,6745.5,10995.3236271,15231.693629700001
3880,10090.5090266,1285.2851738630002,575.9731417400013,1157.8212408,168.73795669999993,1368.3005716429966,1119.545559055,1582.9443496600027,291.19653,859.2,2394.27881,6836.4,11195.9074979,15509.5601287
3881,10282.0067358,1329.446214846,622.4990479399969,1204.0486856,212.92993330000002,1422.4667493970014,1121.775354115,1603.1288007300036,305.9257098,877.6,2587.546171,6906.6,11408.383467,15803.9006088
3882,10383.959334,1379.405520725,676.7655623600044,1242.8970557,274.82897049999997,1468.318360626999,1129.634710663,1618.6520547800005,310.3395899,877.6,2705.691509,6895.6,11521.5047985,15960.606274
3883,10257.5085452,1404.8993168729999,704.9161250700032,1243.264809,351.93134480000003,1548.5055011799957,1124.939616931,1624.6225051700005,311.4303365,843.9,2736.823778,6647.0,11381.201539189999,15766.2458036
3884,9988.1868432,1394.897989007,753.5878075830013,1205.0644058999999,391.9541997,1597.8629119999998,1118.9176145679999,1658.4408504999988,295.4277208,755.4,2671.046499,6432.7,11082.3760872,15352.2863935
3885,9735.3380617,1375.9807570909998,749.5978656640029,1175.3502629,439.92037379,1597.407273782998,1096.323139658,1667.2183443099993,293.284858,735.3,2586.167125,6186.1,10801.828148699999,14963.6465969
3886,9506.7234803,1333.271030555,751.3358965690037,1138.6776726,410.49031937,1571.4157644149996,1085.0795740629999,1674.974295950002,276.7627234,717.1,2484.642723,6018.4,10548.169223300001,14612.255845900001
3887,8851.238489200001,1231.921721488,676.1847875240035,1034.9627009,397.35538237,1462.1264455619973,1006.380050385,1604.7801041500015,250.0655701,660.9,2247.694666,5679.6,9820.8769376,13604.7463214
3888,8103.5684975,1119.8577287609999,614.1206186000013,924.1825446999999,429.28330903,1354.9369228079968,925.257818256,1485.8410269000008,220.2454259,596.2,1974.157939,5252.3,8991.300940899999,12455.544368
3889,7548.452169700001,1045.323630636,606.7609562719995,841.9061849,447.65236197,1316.517504303998,867.0839501649999,1412.277972330002,201.9455693,549.1,1790.3045975,4853.3,8375.3725445,11602.305940400001
3890,7145.604769099999,990.194952674,576.8888252160025,799.0760252,451.4256019,1259.168652312,827.321793106,1339.7774691500015,177.7009464,516.0,1680.2957343,4576.3,7928.3938816,10983.1116096
3891,6926.4937975,965.579915876,570.0197881519995,766.7018226,452.0309057,1236.1049113599965,808.798526895,1310.5066227700017,173.2683491,493.0,1606.4224909,4407.8,7685.2796671,10646.3283234
3892,6841.8588849,962.522397476,578.4959978529992,750.3147213,455.10752866,1228.3010537999999,800.7431131420001,1306.2075829000007,175.7520505,478.8,1577.4888876,4322.7,7591.3731413,10516.2407066
3893,6914.8254787999995,982.1445320160001,595.2260927489957,758.1518051,459.55303389,1266.344114524999,818.987879081,1329.8766809900014,177.2926919,477.9,1590.2898364,4324.7,7672.3331032999995,10628.393599699999
3894,7211.7076457,1028.028601528,639.1491294770009,789.8469681,468.74525828000003,1336.0992061889992,866.898875575,1380.8362899400004,191.6613039,499.1,1643.4343672,4500.8,8001.7382179,11084.714663099998
3895,7948.6068816,1140.957886383,727.2539839980014,870.6291272000001,489.17830367000005,1479.8833031589947,951.894712492,1485.9665726200021,216.2922713,561.4,1798.8105056,5024.7,8819.3635396,12217.3614897
3896,8656.3617198,1205.877963069,780.7235324219959,936.044134,510.46124846000004,1596.181203043993,1016.9034163709999,1610.4971740800017,230.2407391,626.5,1950.5277323999999,5642.7,9604.6517414,13305.212075799998
3897,9040.9938711,1209.016246098,789.4750538160041,971.3646687999999,502.75244954699997,1640.329809807001,1049.001484178,1633.1721926900013,237.4250789,660.2,2049.513016,6110.3,10031.4197055,13896.408762
3898,9276.8417528,1192.187907506,788.4206445959983,986.8953382,491.20656544999997,1645.5377539500032,1072.572293078,1666.5762738600013,250.475184,688.4,2113.1613734000002,6385.9,10293.104329599999,14258.917423500001
3899,9490.4617507,1195.086961042,789.6481879000012,1007.7825096,455.07817645,1658.8599563619964,1095.035047545,1698.327540060001,257.6941115,709.7,2182.3375093,6544.3,10530.1260438,14587.2608421
3900,9614.4838407,1196.004652972,764.3179777050041,1023.0575184,453.91606586,1654.9917979719996,1108.0667480509999,1694.0364689600008,262.6319401,721.7,2270.0018303,6639.4,10667.7345504,14777.8882932
3901,9704.7681204,1196.996687678,769.6993478430013,1038.3550999,449.37321191,1658.2507703859994,1118.630383016,1719.7237692200035,266.6162461,735.9,2326.1544842,6689.3,10767.909317,14916.6592403
3902,9817.3858802,1218.363038924,776.9233038900024,1065.484157,441.78326476,1681.3262214089975,1138.797105852,1743.1733872000016,274.9558885,745.5,2372.9936323,6704.5,10892.864163,15089.7577342
3903,9934.0690729,1243.781625043,786.4738496800004,1109.0898002000001,442.41999000000004,1696.4808549809986,1150.371166119,1769.4940384900003,284.9925079,755.4,2438.546168,6719.0,11022.3298105,15269.104982600002
3904,10096.2111916,1289.654205578,789.1310465100009,1161.5422012000001,446.45658333,1711.458125433998,1164.5122471880002,1775.7012329200015,295.8325447,771.9,2518.078479,6768.3,11202.234328300001,15518.324614899999
3905,10268.6488859,1356.567237696,796.8136564979994,1206.576521,456.15290792999997,1704.4245699739988,1182.8504299049998,1794.0269745300009,308.8552501,793.0,2572.261024,6790.9,11393.5622828,15783.3689963
3906,10327.9408435,1405.148001925,809.4898898129985,1231.5099544,427.92204236,1711.4750384139988,1195.345914368,1801.2919424800018,312.8232913,795.1,2611.510591,6728.1,11459.3495747,15874.5033716
3907,10130.0545972,1424.6040557949998,814.3415865779955,1217.3787892,430.68597391000003,1708.9072062929993,1186.6735301200001,1777.613578760002,316.2188824,774.1,2612.719254,6421.9,11239.7852201,15570.3434284
3908,9815.485158799998,1413.0232914649998,803.5950604590024,1168.8453558,418.77343852,1660.5452635349984,1162.259489581,1735.3460701900005,297.2508412,736.4,2520.811189,6137.6,10890.755223,15086.8362415
3909,9713.3741659,1409.666667155,797.251783945001,1156.3888889,410.86575362,1642.346151150001,1158.7204032250002,1761.6744451400007,292.0333333,722.0,2462.102574,5994.5,10777.4581404,14929.8871119
3910,9514.8543465,1368.625078944,767.0780922269954,1122.6066246,398.12335069999995,1598.2211464319967,1146.772134432,1760.12297087,278.5484227,703.3,2370.768846,5847.8,10557.1908068,14624.7533464
3911,8877.6374027,1253.567508171,676.4276701330011,1029.7373291,330.9728787,1436.7070472139978,1058.874809278,1659.2889480400022,247.8498423,672.4,2128.7406342,5542.5,9850.1678072,13645.3226232
3912,8179.069386,1151.053312288,582.3037495699984,929.1115668,289.43740760000003,1300.8719434519946,971.1451332230001,1519.521658360002,223.2337539,595.9,1871.7714743000001,5186.2,9075.0728272,12571.592584499998
3913,7618.673276400001,1074.096759328,510.38984174000433,861.4247586,232.1306055,1186.8295718739973,916.136824198,1406.0868587799998,193.5193576,548.3,1665.8945134,4824.0,8453.2862569,11710.238897999998
3914,7245.1286685,1018.3223449019999,447.32155733000116,809.8325272,222.3627767,1124.1822785080024,872.821408351,1341.5948186800013,178.7697687,516.9,1553.8758530999999,4576.5,8038.820458499999,11136.0842595
3915,7034.35975296,984.3869610420002,440.7409396199967,790.3825095999999,221.3519649,1097.6766439779965,849.125903012,1303.6752012399993,174.7941115,495.9,1495.115765,4424.8,7804.962159199999,10812.1230832
3916,6953.63187936,982.93916928,445.7329182100008,776.5679986,230.43924349999998,1104.6900440029979,841.1838679300001,1295.4788486,171.6999474,483.3,1481.1846291,4352.0,7715.390680500001,10688.040759200001
3917,7017.834033700001,999.8975814679999,471.6359789100009,779.1857342999999,259.360445,1136.5712759299977,858.0177034490001,1326.1684195500009,173.1150368,484.1,1512.2144911999999,4368.3,7786.6260743,10786.722319200002
3918,7365.8772934,1055.561303919,544.984090470001,817.0050824,322.7069007,1238.8434924169983,906.848152121,1387.7865792200014,182.9405889,508.1,1608.4904768000001,4566.5,8172.7968936,11321.6802532
3919,8102.4597423,1178.201997841,633.5056853100014,897.6567121999999,327.07707270000003,1381.4091798859995,992.9866814620001,1494.2014940800009,211.7267087,566.2,1765.9178011,5077.9,8990.0707253,12453.840163100002
3920,8839.781361000001,1258.686067253,669.5245641999978,978.1518752,324.1310052,1467.0009761519984,1058.556773404,1617.8702263700018,230.2953207,632.7,1920.6331916,5653.4,9808.164699899999,13587.136213499998
3921,9268.1829101,1290.573659749,676.616496,1040.2873817,308.52169290000006,1487.5282069760015,1104.358571939,1649.7420269600018,242.0768139,669.2,2047.2284841,6031.3,10283.4969252,14245.608396399999
3922,9462.7956911,1316.105520125,677.9284503700026,1067.7970556999999,317.48313540000004,1511.9007037170015,1124.2533930630002,1667.5453123100012,247.6395899,691.9,2137.5135062,6170.3,10499.4292123,14544.736874199998
3923,9551.548833500001,1330.354205778,697.0174630400005,1070.9422012,318.75513650000005,1531.508778710998,1143.57321071,1683.0453965300014,258.6325447,709.0,2210.9043959,6161.9,10597.9051115,14681.1543957
3924,9557.1982007,1332.094900499,688.210001930003,1049.9938311,296.2161639000001,1513.9669440699972,1155.859675295,1695.170267140001,250.2186646,700.3,2179.069552,6202.9,10604.1733618,14689.837723600001
3925,9452.5001147,1276.240904184,657.2709235300048,1018.8470733,257.011239,1485.8422209940013,1148.547964322,1687.5402668000004,237.7152471,692.7,2125.3674943,6185.7,10488.0057737,14528.9121232
3926,9409.5754844,1251.849736831,638.0266029200028,1025.6890291,241.91727140000006,1457.5642992899952,1141.237837621,1669.870385440001,233.138591,681.6,2038.5229125,6188.9,10440.37882,14462.935057899998
3927,9436.9247562,1262.329390469,634.4233171499948,1060.7132142,214.70964009999994,1418.8909056819948,1129.1755789219999,1639.7264709899998,242.395531,691.8,2036.4192852,6202.2,10470.724160599999,14504.972108599999
3928,9484.390000700001,1279.966561608,699.5910681999981,1101.4245005,277.2270575,1489.8808089609959,1122.9997564970001,1658.0254753699999,246.5687697,706.5,2081.6826685,6270.4,10523.3891433,14577.9282882
3929,9543.048384900001,1316.51614085,733.8970182899993,1119.5002804,301.6360037,1521.7136456939984,1110.237474722,1660.1644366400033,253.7605152,704.8,2138.3411511,6296.3,10588.4734546,14668.0888279
3930,9553.9775339,1353.448002425,753.6523634690021,1128.9099544,356.036918,1546.1149246139962,1125.318628224,1644.0895721700026,254.8232913,699.1,2184.873012,6266.7,10600.5998707,14684.8874175
3931,9438.8254785,1353.7842798739998,736.5219581179962,1128.2906064,377.71670199999994,1544.2585321829977,1119.1150724899999,1625.3566316999993,260.3977392,692.1,2198.3418121,6074.5,10472.8331036,14507.8936024
3932,9313.5890387,1342.227655565,725.0464227779995,1114.4341395000001,371.5487558,1538.2220618489991,1097.2059270630002,1618.4567196600008,263.1802313,680.0,2194.41142,5941.2,10333.8772195,14315.3996347
3933,9270.2420249,1322.312617866,721.1722163619984,1121.5599369,384.846994,1529.906656312998,1087.793968596,1637.2539727500011,266.8476341,676.7,2213.1560025,5839.7,10285.781612800001,14248.773349699999
3934,9065.967241800001,1279.7869606420002,672.4474503700033,1085.3825095999998,342.09469559999997,1473.9267704999993,1076.621035816,1624.9861682800008,257.1941115,660.3,2144.360297,5677.5,10059.128867200001,13934.793949399998
3935,8495.5923442,1187.203515145,633.4746233699988,1000.4571728999999,332.36187329999996,1368.6098579039947,999.082265259,1531.5615781000015,240.5296981,619.4,1954.690845,5372.5,9426.2703483,13058.102416000002
3936,7867.7734134,1093.8789695120001,555.4974156599999,915.788994,279.4749145,1244.7094779039999,921.198596962,1413.540474370002,215.5872766,568.9,1741.2238803999999,5028.4,8729.6748978,12093.1168607
3937,7407.481978499999,1036.353455687,510.40939173999834,859.8508842,246.3620174,1188.8649617049998,870.986186554,1344.5553567699994,188.4399771,528.1,1586.3323143,4699.1,8218.9593029,11385.6285019
